"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CZZ","Cosan Limited","14.77","$3.41B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","5.79","$702.59M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","23.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","23.8971","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","24.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^d",
"CMRE^E","Costamare Inc.","25.0183","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^e",
"COTY","Coty Inc.","2.75","$2.1B","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/coty",
"CUZ","Cousins Properties Incorporated","28.83","$4.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","8.02","$1.06B","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/cva",
"CPF","CPB Inc.","13.76","$387.4M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cpf",
"CR","Crane Co.","51.08","$2.96B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","123.53","$9.81B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","9.9","$24.17B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","1.28","$678.06M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","12.44","$910.13M","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/ceqp",
"CEQP^","Crestwood Equity Partners LP","6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ceqp^",
"CRH","CRH PLC","36.86","$28.93B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","6.11","$36.66M","1992","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","14.99","$567.64M","2012","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","163.59","$68.65B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cci",
"CCK","Crown Holdings, Inc.","76.36","$10.29B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","18.46","$698.86M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cry",
"CTS","CTS Corporation","22.11","$713.43M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","32.55","$6.31B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","60.98","$1.91B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","64.79","$4.06B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfr",
"CULP","Culp, Inc.","12.57","$154.58M","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","212.79","$31.42B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cmi",
"CURO","CURO Group Holdings Corp.","7.14","$291.92M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","95.2","$3.96B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cw",
"SRV","Cushing MLP & Infrastructure Total Return Fund","15.84","$34.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srv",
"SZC","Cushing NextGen Infrastructure Income Fund","27.4","$71.29M","2012","n/a","n/a","https://old.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","10.46","$2.31B","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/cwk",
"CUBB","Customers Bancorp, Inc","22.6","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cubb",
"CUBI","Customers Bancorp, Inc","11.31","$356.43M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","23.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","24.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","24.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","23.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^f",
"CVI","CVR Energy Inc.","12.76","$1.28B","2007","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","0.8222","$91.47M","2011","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/uan",
"CVS","CVS Health Corporation","57.94","$75.83B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvs",
"CELP","Cypress Environmental Partners, L.P. ","2.24","$27.35M","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/celp",
"DHI","D.R. Horton, Inc.","74.49","$27.09B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/dhi",
"DEH","D8 Holdings Corp.","9.78","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/deh",
"DEH.U","D8 Holdings Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/deh.u",
"DEH.WS","D8 Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/deh.ws",
"DAN","Dana Incorporated","12.38","$1.79B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","209.79","$148.83B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dhr",
"DHR^A","Danaher Corporation","1453.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^a",
"DHR^B","Danaher Corporation","1254.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^b",
"DAC","Danaos Corporation","6.71","$166.34M","2006","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","129.92","$1.81B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","100.58","$13.08B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","33.87","$5.49B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/dar",
"DVA","DaVita Inc.","84.5","$10.31B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/dva",
"DCP","DCP Midstream LP","11.03","$2.3B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/dcp",
"DCP^B","DCP Midstream LP","16.465","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^b",
"DCP^C","DCP Midstream LP","16.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^c",
"DECK","Deckers Outdoor Corporation","219.27","$6.14B","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/deck",
"DE","Deere & Company","221.9","$69.54B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","8.81","$105.78M","2007","n/a","n/a","https://old.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","8.05","$61.89M","1993","n/a","n/a","https://old.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","27.97","$1.21B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","11.44","$842.64M","2017","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/dk",
"DELL","Dell Technologies Inc.","67.31","$50.26B","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/dell",
"DLPH","Delphi Technologies PLC","16.32","$1.41B","2017","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","31.34","$19.99B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/dal",
"DLX","Deluxe Corporation","25.97","$1.09B","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/dlx",
"DEN","Denbury Inc.","18.5","n/a","2020","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/den",
"DBI","Designer Brands Inc.","5.49","$397.06M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dbi",
"DESP","Despegar.com, Corp.","6.43","$449.76M","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/desp",
"DB","Deutsche Bank AG","8.43","$17.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/db",
"DVN","Devon Energy Corporation","9.8","$3.75B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","2.28","$120.67M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","5.11","$872.78M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dht",
"DEO","Diageo plc","137.55","$80.38B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/deo",
"DSSI","Diamond S Shipping Inc.","6.68","$270.14M","2019","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dssi",
"DRH","Diamondrock Hospitality Company","5.24","$1.05B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh",
"DRH^A","Diamondrock Hospitality Company","26.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/drh^a",
"DSX","Diana Shipping inc.","1.41","$125.88M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","23.4048","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","57.81","$5.15B","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","7.44","$577.9M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd",
"DMS","Digital Media Solutions, Inc.","7.63","n/a","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dms",
"DMS.WS","Digital Media Solutions, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dms.ws",
"DLR","Digital Realty Trust, Inc.","145.94","$40.68B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","25.9316","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g",
"DLR^J","Digital Realty Trust, Inc.","26.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j",
"DLR^K","Digital Realty Trust, Inc.","27.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k",
"DLR^L","Digital Realty Trust, Inc.","27.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^l",
"DDS","Dillard&#39;s, Inc.","31.29","$700.18M","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","21.59","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","56.97","$935.39M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din",
"DFS","Discover Financial Services","56.46","$17.3B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","9.34","$116.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dni",
"DMYT","dMY Technology Group, Inc.","12.92","$371.45M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dmyt",
"DMYT.U","dMY Technology Group, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.u",
"DMYT.WS","dMY Technology Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.ws",
"DMYD.U","dMY Technology Group, Inc. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyd.u",
"DLB","Dolby Laboratories","65.99","$6.64B","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","209.8","$52.25B","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg",
"D","Dominion Energy, Inc.","77.23","$64.88B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d",
"DCUE","Dominion Energy, Inc.","100.65","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue",
"DRUA","Dominion Energy, Inc.","25.97","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","421.54","$16.59B","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","27.55","$1.52B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","46.68","$5.89B","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","13.35","$451.62M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","7.75","$395.49M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","15.87","$1.62B","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","18.975","$283.75M","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl",
"DLY","DoubleLine Yield Opportunities Fund","17.92","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dly",
"PLOW","Douglas Dynamics, Inc.","35.09","$802.07M","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","25.47","$4.47B","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","108.78","$15.66B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov",
"DVD","Dover Motorsports, Inc.","1.42","$51.68M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd",
"DOW","Dow Inc.","47.48","$35.19B","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","69.01","$11.45B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy",
"DGNR.U","Dragoneer Growth Opportunities Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dgnr.u",
"DRD","DRDGOLD Limited","11.71","$1B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd",
"DRQ","Dril-Quip, Inc.","24.38","$855.59M","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","1.17","$78.64M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","10.1534","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","9.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","10.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d",
"DTE","DTE Energy Company","114.81","$22.12B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.85","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj",
"DTP","DTE Energy Company","45.43","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtp",
"DTQ","DTE Energy Company","25.185","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq",
"DTW","DTE Energy Company","26.72","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","26.32","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","33.98","$397M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/dco",
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","0.351","$9.21M","2014","n/a","n/a","https://old.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","10.14","$3.08B","1987","n/a","n/a","https://old.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.48","$123.38M","1991","n/a","n/a","https://old.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.18","$252.4M","1993","n/a","n/a","https://old.nasdaq.com/symbol/duc",
"DPG","Duff & Phelps Utility and Infrastructure Fund Inc.","10.13","$384.23M","2011","n/a","n/a","https://old.nasdaq.com/symbol/dpg",
"DUK","Duke Energy Corporation","82.87","$60.95B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk",
"DUK^A","Duke Energy Corporation","27.81","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk^a",
"DUKB","Duke Energy Corporation","27.83","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukb",
