limit_bal,education,marriage,age,bill_amt,pay_amt,default
90000,secondary,no,39,107833,14500,0
180000,primary,yes,50,431560,28000,0
90000,primary,no,28,379899,104416,0
100000,primary,yes,36,109374,10700,0
340000,secondary,yes,41,1765001,62955,0
50000,primary,no,22,295803,16500,1
240000,secondary,yes,41,68839,38306,0
10000,secondary,no,41,58264,2947,0
220000,primary,yes,42,15000,0,1
100000,secondary,no,37,432063,16862,0
220000,primary,yes,31,15426,12940,0
70000,post-grad,yes,57,341075,12686,0
30000,secondary,no,37,178160,7799,1
130000,post-grad,no,53,131144,123075,0
140000,secondary,yes,25,485636,20005,0
20000,secondary,no,32,63051,19100,0
150000,primary,yes,38,0,0,1
50000,secondary,no,26,4136,0,0
90000,secondary,yes,29,257204,56532,0
170000,post-grad,yes,37,694175,50000,0
70000,primary,no,30,214934,7876,1
200000,primary,no,43,3713,3495,0
200000,primary,yes,42,57221,25045,0
20000,secondary,yes,40,119078,1998,1
200000,secondary,yes,41,600865,41352,0
170000,secondary,no,26,0,0,0
130000,primary,no,25,-12000,0,1
100000,primary,no,27,549794,21697,0
180000,secondary,no,31,228533,27000,0
230000,post-grad,no,26,44348,15358,0
20000,post-grad,no,50,30286,27996,0
500000,primary,yes,35,199307,21756,1
150000,primary,yes,38,0,0,1
80000,post-grad,no,40,248638,11300,1
230000,secondary,yes,29,403437,35000,0
80000,primary,no,37,0,0,1
230000,secondary,no,24,158524,25282,0
50000,secondary,no,49,120352,38500,1
50000,secondary,no,35,209096,31838,0
10000,primary,no,25,47882,0,0
140000,secondary,no,34,702409,22608,0
50000,secondary,no,42,221264,9271,1
180000,post-grad,no,28,580100,29624,0
360000,primary,no,65,0,0,1
580000,post-grad,yes,67,2914476,119151,0
310000,primary,yes,43,62332,72723,0
20000,post-grad,no,52,90013,7740,0
180000,primary,no,43,62721,74084,0
60000,primary,no,24,94584,9300,0
40000,post-grad,yes,59,91895,6986,0
140000,secondary,yes,34,660975,27900,0
220000,secondary,yes,32,32288,24288,0
10000,secondary,no,22,55934,3612,1
20000,primary,yes,52,32705,11960,0
50000,primary,no,23,105086,6903,0
50000,secondary,no,33,180783,7689,1
320000,secondary,no,35,608913,24126,0
20000,secondary,no,34,9039,7200,0
50000,secondary,yes,40,205761,7166,0
340000,primary,yes,49,15517,26094,0
360000,secondary,yes,32,-1806,0,1
300000,secondary,yes,33,0,0,0
40000,secondary,no,26,204865,10000,0
150000,primary,yes,51,682371,26242,0
20000,secondary,no,40,117172,5399,1
30000,post-grad,yes,35,6711,4964,0
80000,secondary,yes,27,1170,1170,0
390000,post-grad,yes,38,980,739,1
20000,secondary,no,22,38667,2536,1
200000,secondary,yes,42,425811,25563,1
80000,post-grad,yes,35,207283,9471,0
50000,secondary,yes,36,274081,10459,1
230000,secondary,yes,38,57751,7260,0
190000,secondary,no,31,960388,42043,0
260000,post-grad,yes,36,596448,24346,0
100000,primary,yes,39,235154,242740,0
140000,secondary,no,41,547698,19856,0
20000,secondary,yes,42,84214,4986,1
80000,secondary,no,30,254947,9119,0
360000,primary,no,32,1046521,33848,0
70000,secondary,no,31,292159,11946,1
30000,secondary,yes,24,147724,5524,1
500000,primary,yes,39,1885591,80000,0
320000,secondary,no,30,5326,7058,0
500000,primary,yes,34,492536,150007,0
240000,primary,yes,27,39103,17307,0
50000,primary,no,25,3342,10784,0
120000,secondary,yes,39,183080,6857,0
250000,primary,no,32,181602,18550,0
180000,secondary,yes,39,371508,16000,0
10000,secondary,no,22,32736,21445,0
200000,post-grad,yes,53,230387,65406,0
120000,primary,no,29,2280,4780,0
230000,secondary,yes,38,1956,1956,0
330000,primary,yes,36,2190,52164,0
50000,secondary,no,28,185221,8165,1
130000,secondary,no,32,27495,0,0
110000,secondary,no,26,364991,15700,1
30000,post-grad,no,40,15604,12502,0
120000,primary,no,25,37737,23046,0
120000,primary,no,28,1692,1128,0
210000,secondary,yes,40,275265,11888,0
30000,secondary,yes,47,94917,4153,0
50000,post-grad,no,27,313238,13400,0
140000,secondary,no,42,2439,5035,0
140000,post-grad,yes,37,836032,27500,0
50000,secondary,yes,55,208332,6605,0
130000,post-grad,yes,46,128089,6800,1
80000,secondary,no,30,42216,2338,1
50000,post-grad,yes,51,199402,5811,0
100000,primary,yes,35,113196,6310,0
220000,secondary,yes,48,135895,86883,0
260000,secondary,yes,28,18139,18450,0
320000,primary,no,40,1891706,81317,0
80000,secondary,yes,30,48923,7868,0
140000,primary,no,55,402336,15450,0
180000,secondary,yes,26,722053,195942,1
80000,other,no,23,25597,37665,0
250000,secondary,no,40,0,0,0
80000,primary,no,33,342013,6100,0
30000,post-grad,yes,50,83318,17100,1
120000,secondary,yes,26,44779,33368,0
120000,secondary,no,29,515982,21855,0
20000,secondary,yes,29,77150,13000,0
50000,secondary,no,40,76625,35731,0
250000,secondary,yes,50,30833,30833,0
260000,primary,no,37,622333,30000,0
180000,primary,no,27,4688,3397,0
20000,post-grad,yes,49,2226,1836,0
150000,secondary,yes,55,469927,15800,1
260000,primary,no,34,33620,30435,0
230000,primary,yes,43,69283,6200,0
70000,primary,no,24,349672,13267,0
160000,primary,yes,33,21957,14755,0
50000,secondary,yes,42,0,0,0
170000,secondary,yes,37,6390,6950,0
210000,post-grad,yes,39,440709,18881,0
230000,primary,no,28,0,0,0
110000,secondary,yes,36,363022,21998,1
80000,secondary,yes,39,119321,34463,0
90000,secondary,yes,54,18592,18319,0
90000,primary,yes,41,494529,19400,1
250000,primary,yes,42,7254,8097,0
270000,secondary,no,31,83469,6500,0
20000,post-grad,no,23,68758,3996,0
80000,other,no,34,10660,5824,0
20000,primary,no,23,99731,5357,0
150000,secondary,yes,36,520822,29200,0
80000,post-grad,yes,37,592110,17612,1
130000,secondary,yes,47,245429,11636,0
320000,primary,no,28,102914,79718,0
50000,primary,no,24,251122,9929,1
260000,secondary,yes,34,738097,26911,0
140000,primary,no,35,354851,13600,0
10000,post-grad,yes,53,25232,1800,1
180000,primary,no,30,489343,27400,0
250000,primary,yes,71,949932,28800,0
20000,primary,no,23,98905,4540,1
50000,post-grad,no,28,209933,7307,0
120000,primary,yes,38,8100,4065,0
160000,secondary,yes,49,363593,11744,0
60000,secondary,no,22,75981,63970,0
130000,secondary,no,31,596535,27888,0
320000,secondary,yes,41,1560,3980,1
50000,secondary,yes,43,189379,8400,0
50000,secondary,no,33,228792,8129,1
70000,secondary,yes,44,82069,3900,1
80000,secondary,yes,44,224492,30554,0
230000,secondary,no,27,38839,19279,1
20000,post-grad,no,43,4856,1736,1
20000,post-grad,no,39,106320,10350,0
360000,secondary,no,42,21303,19136,0
90000,primary,no,28,158173,52344,0
160000,secondary,yes,34,417904,19305,0
50000,primary,no,36,205629,7605,0
220000,primary,no,27,941091,40175,0
350000,primary,no,42,1271672,40636,1
120000,primary,no,29,28132,32436,0
210000,primary,no,30,450275,14361,0
100000,secondary,yes,31,114337,6500,0
50000,post-grad,no,52,158731,9182,1
340000,primary,no,26,624176,142089,0
140000,primary,yes,57,673185,29791,1
50000,secondary,no,42,295299,18104,0
50000,secondary,no,31,106200,4792,0
90000,primary,no,27,362011,15300,0
160000,secondary,yes,66,427473,17100,1
250000,secondary,no,27,142045,18065,0
50000,primary,no,23,19553,19942,0
300000,secondary,yes,36,436802,45180,0
230000,secondary,no,34,1582,798,0
260000,primary,yes,43,28505,15055,1
60000,primary,no,22,286781,38700,0
140000,post-grad,yes,41,12405,8580,0
70000,post-grad,no,49,398720,35238,1
20000,post-grad,yes,41,113423,11372,1
20000,secondary,yes,27,35021,2591,1
170000,other,yes,28,523695,42357,0
150000,post-grad,no,55,35938,41663,0
50000,secondary,no,26,99239,8279,0
60000,primary,yes,49,226520,9480,1
230000,primary,no,29,31161,33486,0
100000,secondary,no,30,178295,38328,0
150000,primary,no,24,15407,17517,0
70000,secondary,no,51,257613,10452,0
150000,primary,no,25,227484,84086,0
50000,secondary,no,25,136944,10820,0
110000,primary,no,29,625840,27600,1
290000,primary,no,25,1627617,81677,1
310000,secondary,no,42,567689,32844,0
80000,secondary,yes,38,357986,11971,0
220000,primary,yes,54,0,0,0
230000,secondary,yes,62,1038757,38328,0
360000,primary,yes,52,1172131,36196,0
320000,primary,yes,48,70258,44679,0
20000,primary,no,30,112723,17755,0
360000,secondary,no,35,395289,336701,0
360000,secondary,yes,38,0,0,0
440000,primary,yes,37,90252,85777,0
400000,secondary,yes,49,1125957,40413,1
180000,secondary,yes,35,161685,3600,0
230000,primary,no,30,0,0,0
200000,primary,no,29,62590,8500,0
230000,primary,yes,34,80777,17080,0
50000,secondary,yes,53,200721,6546,0
270000,primary,no,36,80957,8407,0
440000,secondary,no,29,1491179,61822,0
340000,primary,yes,53,16340,15956,0
320000,secondary,no,35,104446,15100,0
500000,secondary,no,36,118297,37104,0
30000,secondary,yes,33,113294,37457,0
120000,post-grad,no,55,489754,17319,0
310000,primary,no,37,70284,4117,0
110000,post-grad,no,31,10192,7687,0
400000,secondary,no,31,1168423,44500,0
150000,primary,yes,55,9690,7620,0
50000,primary,yes,42,75914,5000,0
270000,secondary,yes,27,115225,5648,0
30000,post-grad,yes,39,53876,24005,1
30000,primary,yes,57,160378,7843,1
20000,secondary,no,24,13504,5344,0
50000,secondary,no,22,115791,5866,0
100000,secondary,yes,50,603529,85302,0
200000,primary,no,29,22523,22823,0
500000,primary,yes,38,1863729,77322,0
190000,secondary,yes,43,519256,71000,0
130000,secondary,yes,47,31996,31405,0
50000,secondary,no,23,75740,4572,0
10000,post-grad,no,22,43224,5400,0
1000000,primary,yes,47,5263883,1147803,0
150000,post-grad,yes,35,80888,73942,0
20000,secondary,yes,37,68925,39066,1
140000,primary,no,30,18174,17104,1
210000,primary,yes,45,1400,2200,0
360000,post-grad,yes,53,44541,6822,0
60000,primary,no,30,298167,21820,0
30000,secondary,yes,33,121088,10600,0
140000,secondary,yes,37,279114,15000,0
20000,primary,no,21,58414,8684,0
120000,secondary,no,32,101605,14508,1
80000,primary,yes,45,-150,2780,0
50000,secondary,yes,41,144732,7600,0
360000,primary,no,27,2280,4250,0
500000,primary,no,30,2768766,190152,0
10000,secondary,no,21,53192,3317,0
210000,secondary,no,25,267132,138271,0
50000,post-grad,no,41,136598,6991,0
200000,primary,yes,38,19314,34118,0
300000,primary,no,36,11590,890,0
110000,secondary,no,24,241730,14143,1
50000,secondary,no,58,179152,2993,1
340000,primary,yes,41,58676,47135,1
50000,secondary,yes,32,1518,699,1
110000,post-grad,no,63,286203,8827,0
600000,post-grad,yes,38,2076460,71037,0
160000,primary,no,32,7143,3926,0
450000,primary,yes,38,111971,113027,0
60000,primary,no,31,56353,43380,1
310000,primary,yes,43,1606793,71736,1
20000,secondary,yes,24,50459,23176,0
60000,secondary,no,29,304258,11938,0
170000,secondary,yes,38,61663,38440,0
190000,primary,yes,50,18612,18651,0
230000,primary,no,49,3332,6135,1
80000,primary,no,25,22784,22225,0
120000,post-grad,yes,50,590384,21496,0
20000,secondary,no,30,114032,6023,0
140000,secondary,yes,26,132497,47547,0
50000,secondary,no,24,204370,5913,0
180000,primary,yes,35,663172,27200,0
150000,post-grad,yes,50,14653,11009,0
300000,primary,no,35,1586527,56922,0
380000,primary,yes,45,119414,291343,0
90000,post-grad,no,27,333633,10893,1
10000,secondary,no,22,57004,3400,0
90000,post-grad,no,28,406599,15608,1
240000,primary,yes,34,151762,189659,0
180000,post-grad,yes,32,4668,8926,0
140000,primary,no,32,499145,17698,0
280000,secondary,yes,36,1045221,42100,1
120000,primary,no,30,4043,3787,1
550000,secondary,yes,32,2482000,395689,1
170000,secondary,no,30,566699,26000,0
50000,secondary,yes,36,28871,6015,0
140000,secondary,yes,35,638168,121996,0
10000,post-grad,no,48,45751,2584,0
240000,post-grad,yes,32,50547,30639,0
30000,secondary,no,24,165358,6600,0
30000,secondary,no,25,90765,4651,1
200000,secondary,no,36,54900,14698,0
140000,secondary,no,33,216828,21900,0
200000,post-grad,no,28,20581,20769,0
80000,secondary,no,37,137269,6615,0
100000,post-grad,no,30,280419,12183,1
220000,secondary,no,26,1113046,238424,0
80000,secondary,no,25,115462,46700,0
350000,primary,no,27,1653399,56561,0
50000,secondary,no,26,102922,3900,1
360000,secondary,yes,39,175158,110527,0
230000,secondary,yes,33,215572,184400,0
30000,secondary,yes,39,98309,9000,1
70000,secondary,no,24,277988,15408,0
70000,secondary,no,23,65402,24789,0
150000,primary,yes,44,1512,1512,0
360000,primary,no,35,27300,25984,0
210000,secondary,yes,56,53432,64182,0
50000,secondary,no,29,105553,5000,0
180000,secondary,no,48,8920,22234,0
210000,primary,yes,40,112294,109450,0
160000,post-grad,yes,53,24750,22413,0
50000,post-grad,yes,37,244827,15868,1
200000,secondary,yes,35,688,688,0
20000,secondary,no,41,79889,12500,0
500000,post-grad,yes,56,758171,29500,0
90000,post-grad,yes,49,555555,19825,0
70000,primary,no,29,306594,12559,0
50000,post-grad,yes,49,116522,51090,1
180000,primary,yes,37,497198,37454,0
50000,secondary,no,27,272714,28000,0
230000,secondary,no,33,1197703,47150,0
70000,secondary,no,28,159945,10681,0
30000,post-grad,no,39,88734,8628,1
10000,post-grad,no,54,52864,3062,0
90000,post-grad,yes,35,2550,1750,0
80000,post-grad,yes,43,436291,14700,1
360000,primary,yes,46,57280,77305,0
150000,primary,no,29,2565,1991,1
200000,primary,yes,32,26610,0,0
300000,post-grad,no,38,198768,60891,0
500000,primary,yes,37,0,0,1
210000,primary,no,27,135043,23500,0
80000,secondary,no,33,21468,4770,0
200000,primary,yes,44,840152,28215,0
230000,primary,yes,30,89096,55761,1
60000,primary,yes,29,337862,18803,0
180000,secondary,no,32,918177,33500,1
80000,secondary,yes,26,264947,10785,0
220000,primary,yes,44,0,0,0
30000,secondary,yes,26,23772,10573,0
30000,primary,no,30,12247,19737,0
30000,secondary,no,25,71631,10000,0
150000,secondary,yes,40,342119,14422,0
30000,secondary,yes,47,145450,5720,0
180000,secondary,no,26,393514,24500,0
30000,primary,no,56,170793,7475,0
240000,primary,no,28,1076969,45040,0
120000,secondary,no,31,179085,13483,0
150000,post-grad,yes,43,52114,6000,0
180000,primary,yes,47,3154,3569,0
50000,secondary,yes,46,171578,7600,0
360000,primary,no,26,2600,3200,1
30000,post-grad,no,60,15132,19510,0
50000,secondary,yes,24,79741,24501,0
30000,secondary,yes,39,8656,2057,0
50000,primary,no,53,209713,9750,0
90000,secondary,no,30,86927,89000,0
200000,secondary,no,39,1081870,3178,1
50000,post-grad,no,52,174013,33627,0
80000,secondary,no,40,292925,31000,0
50000,secondary,no,41,81433,2025,0
200000,secondary,no,23,45455,56585,0
90000,secondary,yes,36,397227,14600,0
240000,primary,no,28,1105105,39500,0
90000,primary,no,29,16201,17579,1
10000,primary,no,23,13669,3425,0
210000,primary,yes,38,26693,29466,0
140000,secondary,no,26,53874,7080,0
50000,primary,yes,29,194629,10815,0
50000,secondary,yes,28,220091,36157,1
230000,post-grad,yes,45,37462,26093,0
150000,secondary,no,27,57781,31722,0
240000,secondary,yes,36,731136,166521,0
80000,secondary,no,25,347455,9058,0
140000,post-grad,no,33,9551,14474,0
290000,secondary,yes,50,509830,26459,0
80000,other,yes,29,466769,16173,0
400000,secondary,yes,34,1664905,65137,0
20000,post-grad,no,46,77652,24288,0
360000,primary,no,30,15122,4083,0
260000,secondary,no,25,71302,23497,1
30000,primary,no,28,39037,4255,0
130000,secondary,no,27,535332,93425,1
490000,primary,yes,41,609609,23600,0
580000,primary,yes,42,1530686,49431,0
20000,secondary,yes,34,88598,6800,1
180000,primary,no,32,91005,20409,0
90000,primary,no,26,15266,14800,0
90000,secondary,no,25,92056,91196,0
440000,primary,yes,54,1228668,44522,1
280000,secondary,yes,52,298036,9531,0
230000,primary,no,29,321536,23417,0
300000,secondary,no,35,1077535,64825,0
20000,secondary,yes,41,30644,11909,0
80000,secondary,no,26,81674,19203,0
20000,secondary,no,24,137555,0,0
220000,primary,no,34,19416,3431,1
210000,secondary,yes,44,502899,29509,0
130000,post-grad,no,49,302211,9929,1
400000,primary,yes,66,454280,48500,0
120000,primary,no,25,40396,30754,0
460000,secondary,yes,33,357779,9464,0
230000,primary,yes,42,14013,15868,0
210000,secondary,no,28,1081504,44300,0
30000,secondary,no,23,318,0,0
50000,post-grad,yes,39,118006,4529,0
250000,primary,no,29,18283,10924,0
50000,secondary,no,25,223812,7640,1
40000,secondary,yes,38,212573,11271,1
230000,secondary,yes,35,213443,15000,0
210000,primary,no,33,700,700,1
60000,secondary,no,30,106074,7100,1
500000,primary,yes,41,1187340,42304,0
110000,secondary,no,28,517149,25250,0
400000,primary,yes,44,499920,62006,0
280000,primary,yes,51,16313,31182,0
60000,secondary,yes,35,69849,31379,0
100000,post-grad,yes,47,2932,7100,0
230000,secondary,no,42,323421,31100,0
80000,post-grad,no,24,7812,8708,0
110000,secondary,yes,43,275492,10985,0
390000,primary,yes,47,54410,25579,0
150000,secondary,no,39,119010,5311,0
180000,secondary,no,29,12623,4394,1
500000,primary,no,32,484631,181267,0
50000,post-grad,yes,32,249240,9900,1
20000,post-grad,no,49,41603,4758,0
130000,secondary,no,24,5274,6325,0
110000,post-grad,yes,27,324862,12550,0
200000,secondary,yes,29,285116,15018,0
50000,secondary,yes,47,215588,7950,0
130000,primary,no,29,627782,24272,0
260000,secondary,no,28,921204,183000,0
180000,secondary,yes,30,16500,20786,0
330000,primary,yes,29,8056,3771,0
80000,secondary,no,29,358390,22600,0
320000,primary,no,32,2861,1948,1
20000,secondary,no,38,60185,31021,0
50000,post-grad,no,43,14400,0,1
210000,post-grad,yes,40,1050437,49297,0
420000,secondary,no,31,698091,17100,1
210000,secondary,no,35,17279,18887,0
160000,secondary,yes,42,241798,14000,0
20000,primary,no,25,114969,6011,0
360000,primary,no,35,10336,9796,0
30000,secondary,no,50,89028,9861,1
50000,secondary,no,27,242529,58200,0
30000,secondary,yes,38,8660,8660,1
30000,secondary,no,24,174820,7900,0
280000,secondary,no,24,10867,11069,0
30000,post-grad,no,24,182801,7970,1
20000,secondary,no,33,53168,3800,0
300000,primary,yes,51,503774,82775,0
180000,primary,no,35,11184,3354,0
20000,secondary,yes,24,97149,4100,1
80000,post-grad,yes,39,10467,2715,0
20000,secondary,yes,47,94820,8422,0
60000,primary,no,29,104861,28018,0
20000,secondary,no,22,119854,7400,0
30000,post-grad,yes,67,175281,6533,0
50000,primary,no,33,169132,7800,1
80000,primary,yes,47,119032,67678,0
170000,secondary,no,24,18657,22342,1
